ROWID,fir_number,brief_facts,crime_category,date_reported,district,police_station,status,latitude,longitude,gravity,crime_major_head,crime_minor_head,court_name,incident_from_date,incident_to_date,info_received_date
61,DVRJ-0002/2024,"On 21/08/2024, the complainant, a student of Devaraja college, reported that the accused loiters near her house around 8:45 AM, monitors her movements and has sent over 198 messages from multiple accounts despite being blocked.",FIR,2024-08-24,Mysuru,Devaraja PS,Charge Sheeted,12.259596,76.60412,Non-Heinous,Crimes Against Women,Stalking,Mysuru District Court,2024-08-21 08:51:00,2024-08-21 10:00:00,2024-08-22 06:49:02
62,KNKP-0001/2024,"The complainant parked his grey KTM motorcycle in front of his residence in Kanakapura Road on the night of 21/08/2024. When he came out around 11:15 PM the next morning the vehicle was missing along with its documents kept in the boot. The vehicle is valued at Rs. 55,000.",FIR,2024-08-24,Ramanagara,Kanakapura Road PS,Charge Sheeted,12.770247,77.338186,Non-Heinous,Property Crimes,Vehicle Theft,Ramanagara District Court,2024-08-21 23:28:00,2024-08-22 03:18:00,2024-08-23 12:49:25
63,NTTV-0003/2024,"Patrol staff noticed a red Splendor motorcycle being ridden around 10:30 PM on 21/08/2024 in a zig-zag manner at high speed near Nittuvalli, performing wheelies amid traffic. The rider, without a valid licence, was intercepted after a short chase near Bethur Road.",FIR,2024-08-22,Davanagere,Nittuvalli PS,Under Investigation,14.473554,75.974321,Non-Heinous,Road Incidents,Rash Driving,Davanagere District Court,2024-08-21 22:50:00,2024-08-22 01:11:00,2024-08-22 04:52:10
64,MNPL-0001/2024,"On 21/08/2024, the complainant, employed at a private firm in Manipal, reported persistent harassment by a co-worker who follows her around 8:15 AM and makes unwelcome advances despite repeated warnings from the management.",FIR,2024-08-23,Udupi,Manipal PS,Under Investigation,13.401118,74.746181,Non-Heinous,Crimes Against Women,Harassment,Udupi District Court,2024-08-21 08:36:00,2024-08-21 10:58:00,2024-08-23 05:02:01
65,YSHW-0005/2024,"The complainant reported that on 21/08/2024 around 8:30 AM his neighbour in Yeshwanthpur, along with two associates, assaulted him over a long-standing civil dispute regarding a shared compound wall. He sustained a fracture to his left hand and has submitted a wound certificate.",FIR,2024-08-22,Bengaluru City,Yeshwanthpur PS,Charge Sheeted,13.009264,77.621479,Non-Heinous,Crimes Against Body,Assault,Bengaluru City District Court,2024-08-21 08:27:00,2024-08-21 12:16:00,2024-08-22 16:52:00
66,VDYN-0002/2024,"The complainant reported that on 22/08/2024 around 4:45 PM, while waiting near the main road junction in Vidyanagar, the accused passed lewd remarks and attempted to grab her hand despite her protests. Onlookers intervened and the accused fled towards Old Hubballi.",FIR,2024-08-25,Hubballi-Dharwad,Vidyanagar PS,Closed,15.346334,75.088616,Non-Heinous,Crimes Against Women,Harassment,Hubballi-Dharwad District Court,2024-08-22 16:59:00,2024-08-22 17:34:00,2024-08-24 14:11:54
67,LSHK-0002/2024,"On 22/08/2024 around 6:15 AM, following a dispute over parking near the college gate in Lashkar, the accused abused the complainant in filthy language and assaulted him with fists and a wooden stick, causing injuries to his head and arm. The injured was shifted to the government hospital.",FIR,2024-08-25,Mysuru,Lashkar PS,Charge Sheeted,12.270552,76.59847,Non-Heinous,Crimes Against Body,Assault,Mysuru District Court,2024-08-22 06:39:00,2024-08-22 08:02:00,2024-08-24 01:21:32
68,WHTF-0004/2024,"The complainant reported theft of his red Splendor motorcycle from the paid parking lot near the Whitefield railway station on 22/08/2024 around 3:30 AM. The parking attendant noticed nothing unusual. The vehicle was purchased six months ago for Rs. 69,000.",FIR,2024-08-23,Bengaluru City,Whitefield PS,Charge Sheeted,12.973649,77.562591,Non-Heinous,Property Crimes,Vehicle Theft,Bengaluru City District Court,2024-08-22 03:51:00,2024-08-22 06:16:00,2024-08-23 05:22:45
69,SHHP-0001/2024,"On 22/08/2024 around 11:45 AM, the accused drove a white van in a rash and negligent manner near the vegetable market in Shahapur, endangering pedestrians and colliding with a parked blue Activa scooter. The vehicle was seized and the driver subjected to a medical test.",FIR,2024-08-23,Belagavi,Shahapur PS,Charge Sheeted,15.812353,74.491683,Non-Heinous,Road Incidents,Rash Driving,Belagavi District Court,2024-08-22 11:54:00,2024-08-22 13:10:00,2024-08-23 07:58:36
70,LSHK-0003/2024,"On 22/08/2024, the body of a male aged about 55 years was found near the temple street in Lashkar with multiple stab injuries. Preliminary investigation suggests the deceased was done to death around 1:30 PM the previous night over a financial dispute. The scene was secured and forensic teams collected evidence.",FIR,2024-08-22,Mysuru,Lashkar PS,Under Investigation,12.266413,76.60641,Heinous,Crimes Against Body,Murder,Mysuru District Court,2024-08-22 13:03:00,2024-08-22 13:05:00,2024-08-22 21:28:18
71,SHHP-0002/2024,"The complainant of Shahapur reported that the accused has been following her daily from her office to her residence since the past month, waiting near the metro station around 9:30 AM and repeatedly calling from different numbers. On 22/08/2024 he threatened her when she confronted him.",Zero FIR,2024-08-23,Belagavi,Shahapur PS,Under Investigation,15.796665,74.463808,Non-Heinous,Crimes Against Women,Stalking,Belagavi District Court,2024-08-22 09:14:00,2024-08-22 12:01:00,2024-08-23 02:03:48
72,WHTF-0005/2024,"On 23/08/2024 around 6:15 PM, the complainant was walking near the metro station in Whitefield when two unidentified men on a red Splendor motorcycle approached from behind and snatched her gold chain of 21 grams worth Rs. 58,000. The riders sped away towards Koramangala before anyone could note the registration number.",Zero FIR,2024-08-23,Bengaluru City,Whitefield PS,Closed,12.963339,77.560166,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2024-08-23 18:11:00,2024-08-23 20:40:00,2024-08-23 22:03:26
73,ADRS-0003/2024,"The complainant stated that on 23/08/2024 around 2:30 PM, two persons on a red Splendor motorcycle intercepted him near Adarsh Nagar and one of them stabbed him in the abdomen intending to kill him over a money-lending dispute. Doctors have opined the injury as grievous and life-threatening.",FIR,2024-08-23,Vijayapura,Adarsh Nagar PS,Charge Sheeted,16.841749,75.737812,Heinous,Crimes Against Body,Attempt to Murder,Vijayapura District Court,2024-08-23 14:29:00,2024-08-23 18:16:00,2024-08-23 16:38:33
74,SRTH-0001/2024,"On the night of 23/08/2024, unknown persons broke the rear door lock of the complainant's residence in Surathkal and committed theft of gold ornaments and cash totalling Rs. 288,000 while the family was away at their native place. Neighbours reported a black Scorpio SUV parked near the gate around 1:30 AM.",FIR,2024-08-26,Mangaluru,Surathkal PS,Under Investigation,12.930009,74.810404,Non-Heinous,Property Crimes,House Burglary,Mangaluru District Court,2024-08-23 01:08:00,2024-08-23 03:48:00,2024-08-24 21:41:04
75,WHTF-0006/2024,"On 23/08/2024, the complainant of Whitefield stated that her husband, addicted to alcohol, has been beating her frequently and taunting her over dowry. The previous night around 2:00 PM he assaulted her with a belt in front of the children. Medical examination was conducted at the district hospital.",FIR,2024-08-24,Bengaluru City,Whitefield PS,Charge Sheeted,13.003772,77.6332,Non-Heinous,Crimes Against Women,Domestic Cruelty,Bengaluru City District Court,2024-08-23 14:29:00,2024-08-23 16:00:00,2024-08-24 10:11:01
76,GNDH-0001/2024,"On 24/08/2024 around 12:15 AM, a special team laid a trap near the metro station in Gandhi Chowk and apprehended a peddler with 91 MDMA pills and 31 grams of hydro ganja meant for circulation at parties. Mobile phones recovered indicate contacts with an inter-state supplier.",FIR,2024-08-25,Vijayapura,Gandhi Chowk PS,Under Investigation,16.834681,75.740053,Non-Heinous,Narcotics,Synthetic Drugs Peddling,Vijayapura District Court,2024-08-24 00:24:00,2024-08-24 00:58:00,2024-08-24 21:47:25
77,BDDB-0001/2024,"On 24/08/2024 around 5:30 PM, three unknown persons armed with knives waylaid the complainant near the temple street in Bidadi and robbed him of cash Rs. 35,000, a gold ring and his mobile phone. The accused threatened him with dire consequences before escaping on a red Splendor motorcycle.",FIR,2024-08-26,Ramanagara,Bidadi PS,Closed,12.705297,77.281218,Non-Heinous,Property Crimes,Robbery,Ramanagara District Court,2024-08-24 17:43:00,2024-08-24 18:51:00,2024-08-25 18:11:15
78,NTTV-0004/2024,"The complainant reported that when the family returned to their house in Nittuvalli on 25/08/2024, the main door latch was found broken and gold jewellery, a laptop and cash amounting to Rs. 109,000 were missing. Entry appears to have been made around 12:15 AM through the terrace door.",FIR,2024-08-26,Davanagere,Nittuvalli PS,Charge Sheeted,14.47809,75.954286,Non-Heinous,Property Crimes,House Burglary,Davanagere District Court,2024-08-25 00:07:00,2024-08-25 04:05:00,2024-08-26 15:21:27
79,KRMN-0006/2024,"The complainant, married for 2 years and residing at Koramangala, reported that her husband and in-laws subjected her to physical and mental cruelty demanding additional dowry of Rs. 834,000. On 25/08/2024 around 2:00 PM she was assaulted and driven out of the matrimonial home.",FIR,2024-08-26,Bengaluru City,Koramangala PS,Charge Sheeted,12.968922,77.560692,Non-Heinous,Crimes Against Women,Domestic Cruelty,Bengaluru City District Court,2024-08-25 14:43:00,2024-08-25 16:05:00,2024-08-26 10:50:00
80,BTHR-0001/2024,"On 25/08/2024, the complainant of Bethur Road stated that her husband, addicted to alcohol, has been beating her frequently and taunting her over dowry. The previous night around 10:30 AM he assaulted her with a belt in front of the children. Medical examination was conducted at the district hospital.",FIR,2024-08-27,Davanagere,Bethur Road PS,Under Investigation,14.463875,75.932943,Non-Heinous,Crimes Against Women,Domestic Cruelty,Davanagere District Court,2024-08-25 10:18:00,2024-08-25 11:51:00,2024-08-27 03:23:04
81,BRHM-0002/2024,"The complainant reported that on 26/08/2024 around 1:30 AM his neighbour in Brahmpur, along with two associates, assaulted him over a long-standing civil dispute regarding a shared compound wall. He sustained a fracture to his left hand and has submitted a wound certificate.",FIR,2024-08-27,Kalaburagi,Brahmpur PS,Under Investigation,17.352582,76.825493,Non-Heinous,Crimes Against Body,Assault,Kalaburagi District Court,2024-08-26 01:11:00,2024-08-26 04:18:00,2024-08-27 23:13:33
82,JYNG-0008/2024,"The complainant, a resident of Jayanagar, reported that while returning from the market around 7:00 PM on 26/08/2024, the pillion rider of a red Splendor motorcycle without number plates snatched her mangalsutra valued at Rs. 91,000. She sustained minor abrasions on the neck. CCTV footage of nearby shops is being collected.",FIR,2024-08-27,Bengaluru City,Jayanagar PS,Charge Sheeted,12.945884,77.547012,Non-Heinous,Property Crimes,Chain Snatching,Bengaluru City District Court,2024-08-26 19:13:00,2024-08-26 21:44:00,2024-08-27 11:18:20
83,JYNG-0009/2024,"The complainant reported that on 27/08/2024 around 6:30 PM his father, a morning walker, was hit by an unidentified blue Activa scooter near Jayanagar which fled the scene. He succumbed to head injuries at the hospital. Vehicle fragments found at the spot have been sent for examination.",FIR,2024-08-28,Bengaluru City,Jayanagar PS,Closed,12.949499,77.523164,Non-Heinous,Road Incidents,Hit and Run,Bengaluru City District Court,2024-08-27 18:07:00,2024-08-27 20:37:00,2024-08-27 22:22:17
84,DHRW-0001/2024,"On 27/08/2024 around 6:15 AM, an elderly woman on her morning walk near the temple street, Dharwad Town was targeted by a chain snatcher on a grey KTM motorcycle who fled towards the Gokul Road ring road with her gold chain worth Rs. 45,000. Two similar incidents were reported in the same beat during the fortnight.",FIR,2024-08-28,Hubballi-Dharwad,Dharwad Town PS,Charge Sheeted,15.397528,75.106443,Non-Heinous,Property Crimes,Chain Snatching,Hubballi-Dharwad District Court,2024-08-27 06:23:00,2024-08-27 08:54:00,2024-08-28 05:16:59
85,VNBN-0002/2024,"The complainant of Vinoba Nagar reported that the accused took an advance of Rs. 334,000 on 28/08/2024 promising to supply construction material, but neither supplied the goods nor returned the amount and is now evading calls. The accused issued a cheque which was dishonoured.",FIR,2024-08-30,Shivamogga,Vinoba Nagar PS,Charge Sheeted,13.977802,75.602547,Non-Heinous,Economic Offences,Cheating,Shivamogga District Court,2024-08-28 19:33:00,2024-08-28 22:02:00,2024-08-30 12:52:56
86,TLKN-0002/2024,"The complainant, a petrol bunk employee at Tilak Nagar, reported that around 7:30 PM on 28/08/2024 two masked men brandishing a machete robbed the day's collection of Rs. 51,000 and fled in a grey Bolero pickup towards Vinoba Nagar. One of the accused appeared to know the cash-handover routine.",FIR,2024-09-01,Shivamogga,Tilak Nagar PS,Charge Sheeted,13.909969,75.537439,Non-Heinous,Property Crimes,Robbery,Shivamogga District Court,2024-08-28 19:59:00,2024-08-28 22:25:00,2024-08-30 01:37:44
87,BTHR-0002/2024,"The complainant reported that while shopping at the Bethur Road market on 29/08/2024 around 11:00 PM, an unknown person snatched her mobile phone worth Rs. 21,000 and disappeared into the crowd towards Azad Nagar.",FIR,2024-08-31,Davanagere,Bethur Road PS,Under Investigation,14.485915,75.934909,Non-Heinous,Property Crimes,Mobile Phone Theft,Davanagere District Court,2024-08-29 23:19:00,2024-08-30 00:12:00,2024-08-31 15:51:57
88,SLGM-0002/2024,The complainant reported that his brother was fatally attacked with machetes by known assailants near Salagame Road around 5:30 AM on 29/08/2024 following a previous enmity over a land dealing in Hassan Town. He was declared dead at the district hospital. Special teams have been formed to trace the accused.,FIR,2024-08-30,Hassan,Salagame Road PS,Charge Sheeted,12.974526,76.089094,Heinous,Crimes Against Body,Murder,Hassan District Court,2024-08-29 05:47:00,2024-08-29 08:15:00,2024-08-30 08:55:16
89,ANTH-0001/2024,"The complainant reported theft of his red Splendor motorcycle from the paid parking lot near the Antharasanahalli railway station on 30/08/2024 around 12:00 AM. The parking attendant noticed nothing unusual. The vehicle was purchased six months ago for Rs. 105,000.",FIR,2024-08-30,Tumakuru,Antharasanahalli PS,Under Investigation,13.374447,77.110464,Non-Heinous,Property Crimes,Vehicle Theft,Tumakuru District Court,2024-08-30 00:15:00,2024-08-30 02:19:00,2024-08-30 12:57:28
